"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","SepWT_3 Area","SepWT_2 Area","SepWT_1 Area","SepDel_1 Area","SepDel_2 Area","SepDel_3 Area","SepComp_1 Area","SepComp_2 Area","SepComp_3 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
2132,true,"MMAR_0993|MMAR_0993|dioxygenase|501",11.28,5.40,2,2,"Carbamidomethylation",822.26404,415.60785,203.84146,958.8965,971.0485,791.9335,154.59186,506.24207,221.8091,4.03:2.04:1.00:4.70:4.76:3.89:0.76:2.48:1.09,480.5711,907.29285,311.8026,1.00:1.89:0.65,55022,"AA"
191,true,"MMAR_2717|guaB1|inosine-5'-monophosphate",59.23,60.88,23,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",16912.605,18100.31,17618.31,22942.523,21233.02,20019.555,8726.049,8003.669,8082.132,0.96:1.03:1.00:1.30:1.21:1.14:0.50:0.45:0.46,17543.742,21398.367,8270.617,1.00:1.22:0.47,49808,"dehydrogenase GuaB1|479 AA"
2814,true,"MMAR_4199|corA|magnesium",7.02,3.83,1,1,"Carbamidomethylation",94.54764,453.13785,153.83716,514.50916,386.46295,370.04846,319.3529,274.69983,284.65836,0.61:2.95:1.00:3.34:2.51:2.41:2.08:1.79:1.85,233.84088,423.67352,292.9037,1.00:1.81:1.25,41644,"and cobalt transport transmembrane protein CorA|367 AA"
546,true,"MMAR_2472|pks8|polyketide",25.55,6.05,15,9,"Carbamidomethylation; Oxidation (M)",1600.2461,1679.3506,1061.2142,2291.294,2674.5903,2545.589,973.496,1251.803,1110.762,1.51:1.58:1.00:2.16:2.52:2.40:0.92:1.18:1.05,1446.937,2503.8245,1112.0203,1.00:1.73:0.77,220210,"synthase, Pks8|2115 AA"
479,true,"MMAR_5367|fbpD|secreted",69.25,34.55,7,7,"Deamidation (NQ); Oxidation (M)",10228.693,9759.226,10800.836,15276.75,14780.123,14369.328,4746.28,4349.477,4507.0205,0.95:0.90:1.00:1.41:1.37:1.33:0.44:0.40:0.42,10262.919,14808.733,4534.2593,1.00:1.44:0.44,30893,"Mpt51/Mpb51 antigen protein FbpD|302 AA"
189,true,"MMAR_5477|trxB2|thioredoxin",45.87,80.42,21,18,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",30976.342,34455.51,34099.71,44740.258,45636.703,41396.65,20373.18,16807.186,19762.387,0.91:1.01:1.00:1.31:1.34:1.21:0.60:0.49:0.58,33177.188,43924.54,18980.918,1.00:1.32:0.57,35238,"reductase TrxB2|333 AA"
780,true,"MMAR_0543|eccC3|conserved",45.02,13.65,13,11,"Oxidation (M)",4847.717,4940.25,8413.664,8499.204,8054.8228,7895.6846,1219.0166,928.96313,979.95764,0.58:0.59:1.00:1.01:0.96:0.94:0.14:0.11:0.12,6067.21,8149.904,1042.6458,1.00:1.34:0.17,146039,"membrane protein|1334 AA"
1755,true,"MMAR_1801|rimM|16S",46.00,17.24,3,3,"",2424.605,2248.4622,1937.4802,2911.5269,2896.7183,2820.18,1034.9504,1047.8597,838.3012,1.25:1.16:1.00:1.50:1.50:1.46:0.53:0.54:0.43,2203.5159,2876.1416,973.7038,1.00:1.31:0.44,18606,"rRNA processing protein RimM|175 AA"
686,true,"MMAR_3724|lepA|GTP-binding",48.78,25.55,12,11,"Deamidation (NQ); Oxidation (M)",1126.4481,1011.5929,1456.532,4035.4595,3809.9902,3411.7397,866.2927,839.0807,890.6904,0.77:0.69:1.00:2.77:2.62:2.34:0.59:0.58:0.61,1198.1909,3752.3965,865.3546,1.00:3.13:0.72,70638,"protein LepA |639 AA"
430,true,"MMAR_0343|MMAR_0343|zinc-dependent",49.49,55.62,15,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",8236.34,8146.792,9223.284,13029.269,10122.141,9726.833,3115.3184,2919.104,2763.505,0.89:0.88:1.00:1.41:1.10:1.05:0.34:0.32:0.30,8535.472,10959.414,2956.1924,1.00:1.28:0.35,36443,"alcohol dehydrogenase|348 AA"
919,true,"MMAR_0017|pknA|serine/threonine-protein",28.41,25.22,9,9,"Oxidation (M)",1673.6943,1633.1276,2391.3374,2910.555,3414.014,3658.8518,1084.3414,1389.051,1461.6445,0.70:0.68:1.00:1.22:1.43:1.53:0.45:0.58:0.61,1899.3865,3327.807,1311.679,1.00:1.75:0.69,48086,"kinase a PknA|453 AA"
827,true,"MMAR_1275|rmlD|dTDP-6-deoxy-L-lyxo-4-hexulose",63.59,47.73,12,12,"Carbamidomethylation; Oxidation (M)",4772.941,4847.493,4491.5205,6860.1055,6244.6934,6085.652,1421.6514,1633.313,1650.9541,1.06:1.08:1.00:1.53:1.39:1.35:0.32:0.36:0.37,4703.985,6396.817,1568.6395,1.00:1.36:0.33,31594,"reductase RmlD |309 AA"
1312,true,"MMAR_4681|far|fatty-acid-CoA",24.47,27.02,9,7,"Carbamidomethylation",2652.3713,3186.1514,2101.267,4260.6616,3095.3801,2666.7163,1258.706,742.78595,484.69196,1.26:1.52:1.00:2.03:1.47:1.27:0.60:0.35:0.23,2646.5967,3340.9194,828.728,1.00:1.26:0.31,37839,"racemase Far|360 AA"
2057,true,"MMAR_5555|MMAR_5555|PE-PGRS",19.80,6.59,1,1,"Deamidation (NQ)",989.364,328.74734,1023.89166,1245.1493,1729.5396,964.30347,194.60283,346.1591,155.95518,0.97:0.32:1.00:1.22:1.69:0.94:0.19:0.34:0.15,780.66766,1312.9974,232.23903,1.00:1.68:0.30,31040,"family protein|350 AA"
1360,true,"MMAR_2441|MMAR_2441|conserved",50.71,56.15,7,6,"Oxidation (M)",3951.7925,3868.9714,4037.1233,4330.6626,4780.261,4247.227,1607.2382,1867.1896,1956.5594,0.98:0.96:1.00:1.07:1.18:1.05:0.40:0.46:0.48,3952.6292,4452.717,1840.7136,1.00:1.13:0.47,14369,"protein|131 AA"
1942,true,"MMAR_4998|MMAR_4998|amidohydrolase",12.44,11.59,2,2,"",378.2376,308.0357,162.23404,95.84956,113.41936,127.801346,78.17529,162.57394,170.35092,2.33:1.90:1.00:0.59:0.70:0.79:0.48:1.00:1.05,282.8358,112.35676,137.03339,1.00:0.40:0.48,31012,"2-like conserved hypothetical protein|277 AA"
596,true,"MMAR_1607|putA_2|succinate-semialdehyde",58.55,23.50,11,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9468.773,8804.177,9441.345,10566.601,10719.804,10967.6,3535.813,3366.2034,2858.2012,1.00:0.93:1.00:1.12:1.14:1.16:0.37:0.36:0.30,9238.099,10751.335,3253.4058,1.00:1.16:0.35,55503,"dehydrogenase [NADP+] dependent, PutA_2|516 AA"
1294,true,"MMAR_1352|moeB1|molybdenum",47.55,15.52,5,5,"",3999.8074,4336.1064,3973.1072,8094.411,6317.8945,6055.452,1945.1726,1693.7026,1582.8312,1.01:1.09:1.00:2.04:1.59:1.52:0.49:0.43:0.40,4103.007,6822.586,1740.5687,1.00:1.66:0.42,42239,"cofactor biosynthesis protein MoeB1|394 AA"
2974,true,"MMAR_4146|lprB|lipoprotein",26.68,11.35,1,1,"Carbamidomethylation",211.18185,200.73741,146.0556,1319.0687,1239.8812,1034.6127,199.4748,364.25406,95.12671,1.45:1.37:1.00:9.03:8.49:7.08:1.37:2.49:0.65,185.99162,1197.8542,219.61852,1.00:6.44:1.18,19514,"LprB|186 AA"
1783,true,"MMAR_2765|MMAR_2765|conserved",9.73,8.12,4,3,"",700.7963,1268.1234,980.927,1714.8591,1662.6901,1750.872,617.5117,1272.4098,1336.1456,0.71:1.29:1.00:1.75:1.70:1.78:0.63:1.30:1.36,983.2822,1709.4738,1075.3557,1.00:1.74:1.09,48740,"hypothetical amidase |469 AA"
954,true,"MMAR_5082|ispD|4-diphosphocytidyl-2C-methyl-D-erythritol",62.51,54.19,8,8,"Acetylation (Protein N-term); Deamidation (NQ)",4726.75,4880.7207,5495.8633,8099.269,6719.5703,6737.425,1428.5104,1376.6034,1425.5555,0.86:0.89:1.00:1.47:1.22:1.23:0.26:0.25:0.26,5034.445,7185.4214,1410.2231,1.00:1.43:0.28,23241,"synthase IspD|228 AA"
2844,true,"MMAR_4490|MMAR_4490|conserved",7.21,5.99,1,1,"",274.14868,439.0328,624.393,380.55008,565.59937,312.94418,256.9722,155.21538,338.02563,0.44:0.70:1.00:0.61:0.91:0.50:0.41:0.25:0.54,445.85815,419.69788,250.07108,1.00:0.94:0.56,29705,"hypothetical protein|285 AA"
1169,true,"MMAR_0663|eutC|ethanolamine",27.00,34.24,10,8,"Deamidation (NQ)",1699.5355,1648.0107,1206.8368,2086.2385,2485.0527,2434.845,1015.8718,1139.2542,776.15094,1.41:1.37:1.00:1.73:2.06:2.02:0.84:0.94:0.64,1518.1277,2335.379,977.0923,1.00:1.54:0.64,26886,"ammonia-lyase light chain, EutC|258 AA"
1134,true,"MMAR_0211|gcvB_1|glycine",19.86,4.06,8,4,"Acetylation (Protein N-term); Deamidation (NQ)",3385.2944,3121.0615,2998.4524,2954.4736,2735.0645,2797.6753,1955.7905,1236.4818,770.43225,1.13:1.04:1.00:0.99:0.91:0.93:0.65:0.41:0.26,3168.2695,2829.071,1320.9015,1.00:0.89:0.42,102880,"dehydrogenase GcvB_1|962 AA"
635,true,"MMAR_2430|MMAR_2430|nonspecific",42.36,43.00,12,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2215.517,2945.061,2735.1975,4339.259,4672.51,3760.782,1189.5476,1199.321,1427.9275,0.81:1.08:1.00:1.59:1.71:1.37:0.43:0.44:0.52,2631.9253,4257.5166,1272.2654,1.00:1.62:0.48,42435,"lipid-transfer protein|401 AA"
1142,true,"MMAR_1891|MMAR_1891|conserved",41.45,58.76,9,7,"Deamidation (NQ)",3217.6987,3338.0186,3739.2727,7833.908,5950.2563,6034.3975,2591.7766,2383.4568,2453.8884,0.86:0.89:1.00:2.10:1.59:1.61:0.69:0.64:0.66,3431.6633,6606.187,2476.374,1.00:1.93:0.72,18955,"hypothetical protein|178 AA"
2002,true,"MMAR_2416|lgt|prolipoprotein",9.70,1.68,1,1,"Deamidation (NQ)",59.240665,189.63301,222.76945,292.60602,303.88776,297.1318,131.21716,157.29485,136.37936,0.27:0.85:1.00:1.31:1.36:1.33:0.59:0.71:0.61,157.21437,297.87518,141.63046,1.00:1.89:0.90,74550,"diacylglyceryl transferases Lgt |715 AA"
2011,true,"MMAR_2173|aroE|shikimate",62.10,11.91,3,3,"",692.7376,667.56177,690.00305,2260.3875,1988.2101,2357.6067,644.21875,604.24255,686.08527,1.00:0.97:1.00:3.28:2.88:3.42:0.93:0.88:0.99,683.43414,2202.068,644.8488,1.00:3.22:0.94,28366,"5-dehydrogenase AroE|278 AA"
1533,true,"MMAR_2557|MMAR_2557|aldose",39.44,20.63,4,4,"",1396.9131,1596.8435,1412.204,1432.2478,1371.3501,1569.8511,406.6502,492.2911,629.3947,0.99:1.13:1.00:1.01:0.97:1.11:0.29:0.35:0.45,1468.6536,1457.8163,509.44534,1.00:0.99:0.35,40600,"1-epimerase|384 AA"
2720,true,"MMAR_5135|PE_PGRS15|PE-PGRS",32.30,3.23,1,1,"",648.27264,620.81445,697.6958,386.6587,251.1734,364.72614,53.78103,142.1484,78.73251,0.93:0.89:1.00:0.55:0.36:0.52:0.08:0.20:0.11,655.5943,334.18607,91.553986,1.00:0.51:0.14,56673,"family protein|682 AA"
2944,true,"MMAR_3440|MMAR_3440|conserved",0.89,3.82,1,1,"",95.08857,240.35597,258.65027,296.63522,244.78172,70.71188,142.3963,137.11183,132.83739,0.37:0.93:1.00:1.15:0.95:0.27:0.55:0.53:0.51,198.0316,204.04294,137.4485,1.00:1.03:0.69,31520,"hypothetical protein|289 AA"
1187,true,"MMAR_5366|MMAR_5366|conserved",43.95,15.73,3,3,"Deamidation (NQ); Oxidation (M)",1199.709,1272.9564,1495.0107,2341.6284,2046.4329,1903.1016,523.3252,411.93903,335.72073,0.80:0.85:1.00:1.57:1.37:1.27:0.35:0.28:0.22,1322.5587,2097.0542,423.66165,1.00:1.59:0.32,35571,"secreted protein|338 AA"
1004,true,"MMAR_0810|MMAR_0810|short-chain",62.18,46.00,9,7,"Carbamidomethylation; Deamidation (NQ)",6859.023,7780.4014,8030.3467,8177.9062,8300.936,8632.531,2755.3303,2754.694,2530.0996,0.85:0.97:1.00:1.02:1.03:1.07:0.34:0.34:0.32,7556.59,8370.458,2680.0415,1.00:1.11:0.35,26068,"type oxidoreductase|251 AA"
2274,true,"MMAR_3671|uppS|undecaprenyl",7.12,7.09,2,2,"Carbamidomethylation; Oxidation (M)",374.3192,289.6804,508.62988,202.06807,7895.6953,7834.2476,2418.9788,2413.47,2288.0195,0.74:0.57:1.00:0.40:15.52:15.40:4.76:4.75:4.50,390.8765,5310.6704,2373.4895,1.00:13.59:6.07,33812,"diphosphate synthase|297 AA"
1308,true,"MMAR_4626|accD3|acetyl-coenzyme",6.31,12.17,5,4,"Carbamidomethylation",607.4555,618.93176,584.5452,147.96124,413.0829,651.6798,304.5585,332.27997,329.2657,1.04:1.06:1.00:0.25:0.71:1.11:0.52:0.57:0.56,603.64417,404.2413,322.03473,1.00:0.67:0.53,51504,"a carboxylase carboxyl transferase (subunit beta) AccD3|494 AA"
1867,true,"MMAR_2971|MMAR_2971|O-methyltransferase|274",23.73,13.92,2,2,"",73.71605,199.70413,126.99841,442.9889,513.9861,465.71722,177.94992,197.1735,226.55385,0.58:1.57:1.00:3.49:4.05:3.67:1.40:1.55:1.78,133.47287,474.23074,200.55908,1.00:3.55:1.50,31409,"AA"
636,true,"MMAR_3453|MMAR_3453|aminotransferase|400",49.18,38.10,11,11,"Deamidation (NQ); Oxidation (M)",6273.3047,6248.37,7004.3774,9259.864,7740.9214,9318.239,2680.123,3127.2634,3058.0261,0.90:0.89:1.00:1.32:1.11:1.33:0.38:0.45:0.44,6508.684,8773.008,2955.1375,1.00:1.35:0.45,43095,"AA"
804,true,"MMAR_5235|MMAR_5235|conserved",63.93,31.49,12,12,"Deamidation (NQ); Oxidation (M)",4684.8545,4700.414,5054.3813,8735.778,8722.02,7201.017,1437.9341,1478.3112,1588.7377,0.93:0.93:1.00:1.73:1.73:1.42:0.28:0.29:0.31,4813.2163,8219.6045,1501.661,1.00:1.71:0.31,52771,"hypothetical dehydrogenase|471 AA"
577,true,"MMAR_2611|MMAR_2611|conserved",32.77,44.44,15,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3623.3892,3740.7632,3468.5098,4436.1016,3345.421,3766.5435,1484.74,2087.137,1689.4412,1.04:1.08:1.00:1.28:0.96:1.09:0.43:0.60:0.49,3610.8872,3849.3555,1753.7727,1.00:1.07:0.49,47835,"hypothetical protein|442 AA"
213,true,"MMAR_4527|pepD|serine",50.62,53.03,20,20,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",35039.527,38368.33,36905.605,62856.188,52529.906,52747.92,14452.059,16747.322,17918.855,0.95:1.04:1.00:1.70:1.42:1.43:0.39:0.45:0.49,36771.152,56044.67,16372.746,1.00:1.52:0.45,47811,"protease PepD |480 AA"
2292,true,"MMAR_4227|MMAR_4227|conserved",66.76,7.21,1,1,"",83.01358,0.0,90.9904,107.345055,160.84578,122.84715,0.0,0.0,0.0,0.91:0.00:1.00:1.18:1.77:1.35:0.00:0.00:0.00,87.00199,130.346,0.0,1.00:1.50:0.00,11887,"protein|112 AA"
2418,true,"MMAR_5288|MMAR_5288|short-chain",10.22,11.24,1,1,"Oxidation (M)",115.8582,199.38155,126.26812,0.0,63.952484,0.0,0.0,0.0,50.4394,0.92:1.58:1.00:0.00:0.51:0.00:0.00:0.00:0.40,147.16928,63.952484,50.4394,1.00:0.43:0.34,25756,"type dehydrogenase/reductase|250 AA"
582,true,"MMAR_2023|ceoB|TRK",64.36,62.11,17,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",12235.279,12651.422,12778.198,16370.422,14249.338,13504.942,3980.6145,4011.4604,4122.7837,0.96:0.99:1.00:1.28:1.12:1.06:0.31:0.31:0.32,12554.967,14708.234,4038.2861,1.00:1.17:0.32,24085,"system potassium uptake protein CeoB|228 AA"
564,true,"MMAR_1602|MMAR_1602|oxidoreductase",71.69,29.83,16,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8811.091,8828.268,9327.018,10868.899,10647.053,10386.801,3823.1777,3509.309,3811.9473,0.94:0.95:1.00:1.17:1.14:1.11:0.41:0.38:0.41,8988.792,10634.251,3714.8113,1.00:1.18:0.41,69025,"GMC-type|658 AA"
1701,true,"MMAR_3356|MMAR_3356|conserved",11.59,14.40,4,3,"Oxidation (M)",884.03564,2029.4933,1376.9939,3111.8408,1984.9668,1655.1587,482.7154,1048.7822,1099.5381,0.64:1.47:1.00:2.26:1.44:1.20:0.35:0.76:0.80,1430.1742,2250.6553,901.6212,1.00:1.57:0.63,40293,"hypothetical protein|369 AA"
535,true,"MMAR_1763|lppX|conserved",64.88,65.94,13,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11479.698,12846.715,12728.275,18887.309,18653.53,19553.625,6247.375,6763.9976,6446.1675,0.90:1.01:1.00:1.48:1.47:1.54:0.49:0.53:0.51,12351.5625,19031.488,6485.8467,1.00:1.54:0.53,24035,"lipoprotein LppX|230 AA"
1638,true,"MMAR_0778|echA2|enoyl-CoA",31.68,18.75,3,3,"Deamidation (NQ); Oxidation (M)",1584.858,2090.627,2174.5,3256.4263,2616.5417,2563.8955,1178.7125,1275.8674,1236.6621,0.73:0.96:1.00:1.50:1.20:1.18:0.54:0.59:0.57,1949.995,2812.2878,1230.4141,1.00:1.44:0.63,33122,"hydratase EchA2|305 AA"
81,true,"MMAR_0528|fadD2|fatty-acid-CoA",54.09,66.25,37,33,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",17793.348,22888.238,20732.97,56455.55,52818.016,52885.004,15108.952,15532.044,16711.404,0.86:1.10:1.00:2.72:2.55:2.55:0.73:0.75:0.81,20471.52,54052.855,15784.135,1.00:2.64:0.77,60260,"ligase FadD2|558 AA"
1052,true,"MMAR_1964|MMAR_1964|O-methyltransferase|291",21.66,20.69,7,7,"",1890.3534,1684.0193,2171.8284,2607.6155,2238.314,2109.4138,676.76117,1380.336,884.8612,0.87:0.78:1.00:1.20:1.03:0.97:0.31:0.64:0.41,1915.4004,2318.4478,980.65283,1.00:1.21:0.51,33198,"AA"
958,true,"MMAR_2754|ahpD|alkyl",38.21,51.12,10,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5854.762,4509.317,4888.462,6607.01,6788.9497,7162.3394,2563.3047,3218.2012,2616.9692,1.20:0.92:1.00:1.35:1.39:1.47:0.52:0.66:0.54,5084.18,6852.7666,2799.4917,1.00:1.35:0.55,18647,"hydroperoxide reductase D protein AhpD|179 AA"
2299,true,"MMAR_4357|xseA|exodeoxyribonuclease",66.42,8.67,3,2,"Deamidation (NQ)",1567.286,1659.2136,1659.5931,906.6083,950.3049,1069.1357,298.0385,270.7296,251.34947,0.94:1.00:1.00:0.55:0.57:0.64:0.18:0.16:0.15,1628.6976,975.3496,273.37253,1.00:0.60:0.17,44360,"vii (large subunit) XseA |416 AA"
2127,true,"MMAR_3288|MMAR_3288|conserved",34.74,7.86,1,1,"",63.232235,111.16193,109.55455,406.0489,395.8894,360.03314,177.57788,157.16374,189.79007,0.58:1.01:1.00:3.71:3.61:3.29:1.62:1.43:1.73,94.64957,387.32382,174.8439,1.00:4.09:1.85,14623,"membrane protein|141 AA"
884,false,"MMAR_3417|cysH_1|3'-phosphoadenosine",10.79,8.61,2,2,"Carbamidomethylation",2694.5562,570.76227,3871.3096,3571.4475,2867.0847,2511.4675,824.2799,804.0017,691.64484,0.70:0.15:1.00:0.92:0.74:0.65:0.21:0.21:0.18,2378.876,2983.3333,794.8112,1.00:1.25:0.33,26764,"5'-phosphosulfate reductase CysH_1|245 AA"
2250,true,"MMAR_0971|secE|preprotein",15.72,22.84,2,2,"",118.55918,212.32253,210.05656,422.575,560.63983,341.61005,228.26898,75.195854,141.30193,0.56:1.01:1.00:2.01:2.67:1.63:1.09:0.36:0.67,180.31276,441.6083,148.25558,1.00:2.45:0.82,17298,"translocase (tail-anchored membrane protein), SecE|163 AA"
1532,true,"MMAR_4860|phoT|phosphate-transport",61.44,17.05,3,3,"Deamidation (NQ)",0.0,0.0,0.0,195.58148,102.487045,81.62397,0.0,0.0,0.0,-:-:-:64.00:64.00:64.00:-:-:-,0.0,151.2008,0.0,-:64.00:-,28355,"ATP-binding protein ABC transporter, PhoT|259 AA"
207,true,"MMAR_4683|pdc|pyruvate",65.92,46.29,16,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",25428.803,27441.455,26807.95,34438.305,29142.09,30030.576,7693.6577,8024.772,7376.6904,0.95:1.02:1.00:1.28:1.09:1.12:0.29:0.30:0.28,26559.4,31203.656,7698.373,1.00:1.17:0.29,60129,"or indole-3-pyruvate decarboxylase Pdc|567 AA"
1492,true,"MMAR_0426|sigG|alternative",12.89,29.74,6,5,"Deamidation (NQ)",563.4527,508.50314,1177.1205,1956.3954,1352.334,1267.1547,919.8209,962.4599,885.9971,0.48:0.43:1.00:1.66:1.15:1.08:0.78:0.82:0.75,749.69214,1525.2947,922.7593,1.00:2.03:1.23,37633,"RNA polymerase sigma factor SigG|344 AA"
928,true,"MMAR_3797|MMAR_3797|type",67.80,1.23,7,2,"",2294.2915,2598.7559,2715.7314,1034.6344,1192.5248,1072.1022,259.5916,210.19066,230.25284,0.84:0.96:1.00:0.38:0.44:0.39:0.10:0.08:0.08,2536.2595,1099.7538,233.34503,1.00:0.43:0.09,196746,"I modular polyketide synthase|1868 AA"
2069,true,"MMAR_3673|amiA2|amidase",27.92,6.81,2,2,"",299.35117,319.70398,321.31677,714.59607,453.52698,517.02954,279.0017,263.7047,258.69287,0.93:0.99:1.00:2.22:1.41:1.61:0.87:0.82:0.81,313.45734,561.7175,267.13312,1.00:1.79:0.85,52225,"AmiA2|500 AA"
1307,true,"MMAR_2981|fabG3_1|20-beta-hydroxysteroid",7.13,19.62,4,4,"Oxidation (M)",595.79626,686.04407,569.5358,972.9913,3902.987,647.6298,320.89252,392.06573,892.3126,1.05:1.20:1.00:1.71:6.85:1.14:0.56:0.69:1.57,617.12537,1841.2028,535.0903,1.00:2.98:0.87,27102,"dehydrogenase FabG3_1|261 AA"
2833,true,"MMAR_0027|thyA_1|thymidylate",5.47,4.43,1,1,"",221.87473,234.56827,432.80966,349.8728,470.62827,390.36002,358.59152,393.4438,301.45477,0.51:0.54:1.00:0.81:1.09:0.90:0.83:0.91:0.70,296.41754,403.62036,351.16336,1.00:1.36:1.18,35193,"synthase, ThyA_1|317 AA"
922,true,"MMAR_1788|glnB|nitrogen",38.31,72.32,10,8,"Oxidation (M); Pyro-glu from Q",69589.92,75359.77,73911.57,77210.9,64308.863,60076.445,33106.87,36404.652,38712.02,0.94:1.02:1.00:1.04:0.87:0.81:0.45:0.49:0.52,72953.75,67198.734,36074.516,1.00:0.92:0.49,12201,"regulatory protein P-II GlnB|113 AA"
212,false,"#CONTAM#cont|000132|",66.89,43.48,28,25,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",14042.514,14819.86,14835.734,8649.735,8693.365,8827.867,5967.3286,5411.717,5874.7524,0.95:1.00:1.00:0.58:0.59:0.60:0.40:0.36:0.40,14566.036,8723.656,5751.266,1.00:0.60:0.39,66018,"sp|P04264| K2C1_HUMAN Keratin, type II cytoskeletal 1 (Cytokeratin 1) (K1) (CK 1) (67 kDa cytokeratin) (Hair alpha protein) [Homo sapiens (contaminant)]"
172,true,"MMAR_0511|sdhA_1|succinate",51.95,46.42,30,27,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",13432.008,15929.03,13978.437,22002.553,21141.965,19379.918,6783.285,6014.0044,7090.942,0.96:1.14:1.00:1.57:1.51:1.39:0.49:0.43:0.51,14446.491,20841.479,6629.41,1.00:1.44:0.46,70474,"dehydrogenase (iron-sulfur subunit), SdhA_1|643 AA"
2466,true,"MMAR_2102|MMAR_2102|PE-PGRS",9.56,0.72,2,1,"",236.58836,154.96843,76.91576,128.01938,136.09035,118.99132,57.40027,0.0,65.601364,3.08:2.01:1.00:1.66:1.77:1.55:0.75:0.00:0.85,156.15752,127.70035,61.500816,1.00:0.82:0.39,111421,"family protein|1387 AA"
876,true,"MMAR_1644|MMAR_1644|monooxygenase|517",63.79,21.71,11,10,"Oxidation (M)",3464.207,3123.0747,3357.6692,6498.3174,6874.772,6150.2197,1709.6808,1489.7922,1645.9326,1.03:0.93:1.00:1.94:2.05:1.83:0.51:0.44:0.49,3314.9836,6507.7695,1615.1353,1.00:1.96:0.49,57742,"AA"
960,true,"MMAR_4083|murA|UDP-N-acetylglucosamine",43.60,34.29,10,10,"Carbamidomethylation; Oxidation (M)",5196.096,5815.7305,5859.0986,6498.968,5982.551,6053.2065,1934.6555,1462.6981,2195.113,0.89:0.99:1.00:1.11:1.02:1.03:0.33:0.25:0.37,5623.6416,6178.2417,1864.1555,1.00:1.10:0.33,44093,"1-carboxyvinyltransferase MurA|418 AA"
793,true,"MMAR_1511|MMAR_1511|monophosphatase|263",65.19,46.95,12,11,"Deamidation (NQ)",5835.6167,6308.2065,6244.458,6336.1846,6607.214,5860.495,2522.041,2507.6755,2496.7249,0.93:1.01:1.00:1.01:1.06:0.94:0.40:0.40:0.40,6129.4272,6267.9644,2508.814,1.00:1.02:0.41,28125,"AA"
2166,true,"MMAR_4389|pra|proline-rich",43.96,11.61,2,2,"Oxidation (M)",982.7786,1079.7563,946.8693,2678.316,1944.5686,1870.8948,567.6156,576.42957,499.11786,1.04:1.14:1.00:2.83:2.05:1.98:0.60:0.61:0.53,1003.13477,2164.593,547.721,1.00:2.16:0.55,27648,"antigen, Pra|268 AA"
718,true,"MMAR_4878|MMAR_4878|conserved",27.54,43.53,10,9,"Deamidation (NQ); Oxidation (M)",8020.8687,5627.3066,7690.34,12442.29,10837.643,11276.7,5787.327,4039.0916,5043.146,1.04:0.73:1.00:1.62:1.41:1.47:0.75:0.53:0.66,7112.8384,11518.878,4956.5215,1.00:1.62:0.70,38527,"hypothetical protein|364 AA"
2941,true,"MMAR_3613|MMAR_3613|conserved",5.01,5.38,1,1,"",1908.5774,107.52709,78.885895,507.03738,359.29352,315.68295,929.66376,1063.5692,998.8629,24.19:1.36:1.00:6.43:4.55:4.00:11.78:13.48:12.66,698.33014,394.0046,997.3653,1.00:0.56:1.43,25669,"hypothetical secreted protein|261 AA"
379,true,"MMAR_1185|metC|O-acetylhomoserine",87.21,46.55,12,12,"Acetylation (Protein N-term); Deamidation (NQ); Pyro-glu from Q",63346.258,64686.164,65459.125,75835.984,74662.94,76913.984,28597.236,28493.531,29662.5,0.97:0.99:1.00:1.16:1.14:1.17:0.44:0.44:0.45,64497.184,75804.305,28917.756,1.00:1.18:0.45,47398,"sulfhydrylase MetC|450 AA"
1989,true,"MMAR_2848|MMAR_2848|conserved",41.23,14.40,3,3,"",671.6049,599.6081,746.0763,1371.0844,1230.1549,1130.0884,559.7637,528.6238,578.0045,0.90:0.80:1.00:1.84:1.65:1.51:0.75:0.71:0.77,672.4298,1243.7759,555.464,1.00:1.85:0.83,28775,"hypothetical protein|258 AA"
