"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","NovWT_1 Area","NovWT_2 Area","NovWT_3 Area","NovDel_1 Area","NovDel_2 Area","NovDel_3 Area","NovComp_3 Area","NovComp_1 Area","NovComp_2 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
2379,true,"MMAR_2747|MMAR_2747|conserved",7.37,5.56,3,2,"",312.03027,402.8272,521.76514,1317.0443,1023.53143,1107.6062,108.67965,642.2553,953.45746,1.00:1.29:1.67:4.22:3.28:3.55:0.35:2.06:3.06,412.20755,1149.394,568.1308,1.00:2.79:1.38,74394,"hypothetical protein|703 AA"
2274,true,"MMAR_2926|MMAR_2926|glycine/D-amino",1.66,13.66,2,2,"Carbamidomethylation",986.50476,748.3827,1610.2703,559.0964,646.8032,736.76917,1655.3339,1126.0505,65.609924,1.00:0.76:1.63:0.57:0.66:0.75:1.68:1.14:0.07,1115.0526,647.5563,973.95807,1.00:0.58:0.87,38362,"acid oxidase|367 AA"
927,false,"#CONTAM#cont|000133|",0.30,7.08,8,3,"Oxidation (M)",1117.9032,1376.6929,312.31708,388.624,482.44775,1423.793,1104.0981,497.59375,584.81775,1.00:1.23:0.28:0.35:0.43:1.27:0.99:0.45:0.52,935.6377,764.9549,728.83655,1.00:0.82:0.78,59528,"pir|KRHU0| keratin 10, type I, cytoskeletal - human [Homo sapiens (contaminant)]"
2277,true,"MMAR_1199|MMAR_1199|PE-PGRS",48.06,2.30,2,2,"",2944.2275,2867.429,2682.1003,2830.2058,2437.5234,2547.079,529.8697,338.05127,546.9888,1.00:0.97:0.91:0.96:0.83:0.87:0.18:0.11:0.19,2831.2522,2604.936,471.63657,1.00:0.92:0.17,129840,"family protein |1611 AA"
1271,true,"MMAR_2526|MMAR_2526|pseudouridylate",18.22,43.08,13,9,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",4814.123,3712.1345,3809.9453,3691.9434,3800.0256,3106.2598,5567.7617,4859.918,5113.622,1.00:0.77:0.79:0.77:0.79:0.65:1.16:1.01:1.06,4112.068,3532.743,5180.4336,1.00:0.86:1.26,27669,"synthase|254 AA"
1607,true,"MMAR_5007|ltp4|lipid",8.34,15.86,6,3,"Deamidation (NQ); Oxidation (M)",789.5251,1885.957,2884.0884,3737.0908,2945.5027,3443.5342,2006.7085,567.0624,1610.7701,1.00:2.39:3.65:4.73:3.73:4.36:2.54:0.72:2.04,1853.1902,3375.376,1394.8469,1.00:1.82:0.75,37672,"transfer protein or keto acyl-CoA thiolase Ltp4|354 AA"
36,true,"MMAR_1928|ald|secreted",51.52,85.18,80,49,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",1381719.8,1152070.8,1532609.8,1223232.2,1201966.9,1225241.6,379585.38,435685.5,409292.25,1.00:0.83:1.11:0.89:0.87:0.89:0.27:0.32:0.30,1355466.8,1216813.6,408187.7,1.00:0.90:0.30,38636,"L-alanine dehydrogenase Ald (40 kDa antigen)|372 AA"
1795,true,"MMAR_0502|MMAR_0502|conserved",3.95,28.98,7,6,"",8246.989,16076.965,7298.1304,14356.624,12838.549,14136.271,5446.383,6606.2827,16486.613,1.00:1.95:0.88:1.74:1.56:1.71:0.66:0.80:2.00,10540.695,13777.147,11518.809,1.00:1.31:1.09,30556,"membrane protein|284 AA"
1656,true,"MMAR_2442|MMAR_2442|conserved",51.66,35.56,8,5,"Acetylation (Protein N-term); Carbamidomethylation",9981.566,10750.649,11281.894,6399.526,4598.8447,5871.801,1740.3248,1265.4633,1391.6794,1.00:1.08:1.13:0.64:0.46:0.59:0.17:0.13:0.14,10671.37,5623.3906,1465.8225,1.00:0.53:0.14,24126,"protein|226 AA"
1119,true,"MMAR_0245|echA8_7|enoyl-CoA",14.31,46.84,18,9,"Deamidation (NQ); Oxidation (M)",3472.7493,2641.4673,2752.6467,4822.581,5923.6323,4401.2783,4853.7876,3496.0886,6247.1953,1.00:0.76:0.79:1.39:1.71:1.27:1.40:1.01:1.80,2955.621,5049.1636,4865.6904,1.00:1.71:1.65,29036,"hydratase, EchA8_7|270 AA"
426,true,"MMAR_0779|MMAR_0779|peptidase",42.78,40.69,23,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10557.243,13580.899,13522.59,8135.795,8335.165,8587.393,5179.464,5373.509,5112.235,1.00:1.29:1.28:0.77:0.79:0.81:0.49:0.51:0.48,12553.578,8352.784,5221.736,1.00:0.67:0.42,77386,"|699 AA"
2529,true,"MMAR_1336|MMAR_1336|conserved",4.00,26.76,1,1,"",1426.9691,1742.8215,507.276,452.2254,789.6546,702.89606,1032.8589,570.2048,803.18005,1.00:1.22:0.36:0.32:0.55:0.49:0.72:0.40:0.56,1225.6888,648.25867,802.08124,1.00:0.53:0.65,7279,"hypothetical secreted protein|72 AA"
1676,true,"MMAR_3823|plcB_1|membrane-associated",22.45,16.22,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",366.67044,533.94763,622.5388,2024.1018,1508.4326,4185.4966,1038.7496,636.6814,731.0706,1.00:1.46:1.70:5.52:4.11:11.41:2.83:1.74:1.99,507.71896,2572.6772,802.16724,1.00:5.07:1.58,56088,"phospholipase C 2 PlcB_1|519 AA"
249,true,"MMAR_2381|MMAR_2381|inv",0.54,76.06,16,13,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",40301.5,61256.21,59819.13,56817.77,53573.652,60110.934,60413.723,44685.94,63795.57,1.00:1.52:1.48:1.41:1.33:1.49:1.50:1.11:1.58,53792.277,56834.12,56298.41,1.00:1.06:1.05,27412,"protein|260 AA"
2738,true,"MMAR_1615|dnaK1|chaperone",2.20,4.88,2,2,"",1091.8766,1124.085,934.34686,732.43604,1366.4655,620.08026,1284.0819,713.4261,1614.9366,1.00:1.03:0.86:0.67:1.25:0.57:1.18:0.65:1.48,1050.1028,906.3273,1204.1482,1.00:0.86:1.15,55552,"protein DnaK1|513 AA"
3229,true,"MMAR_2499|tlyA|cytotoxin/hemolysin,",25.92,6.41,1,1,"Carbamidomethylation",425.14868,121.08547,619.04736,2880.3953,1741.5244,2146.663,3975.2454,3700.3115,3469.995,1.00:0.28:1.46:6.78:4.10:5.05:9.35:8.70:8.16,388.4272,2256.1943,3715.184,1.00:5.81:9.56,29041,"TlyA|282 AA"
2237,true,"MMAR_2200|pyrF|orotidine",0.08,7.19,4,2,"Oxidation (M)",2243.368,2170.2588,541.812,117.18197,6583.1797,5434.622,1542.6372,1593.4376,910.37067,1.00:0.97:0.24:0.05:2.93:2.42:0.69:0.71:0.41,1651.8129,4044.9946,1348.8152,1.00:2.45:0.82,27805,"5'-phosphate decarboxylase PyrF|279 AA"
1496,true,"MMAR_1676|MMAR_1676|conserved",17.69,51.85,9,7,"Oxidation (M)",3982.7202,4917.5303,4716.085,1722.4487,4067.9917,3231.7139,805.67255,614.2457,2060.3882,1.00:1.23:1.18:0.43:1.02:0.81:0.20:0.15:0.52,4538.7783,3007.3848,1160.1022,1.00:0.66:0.26,14893,"hypothetical protein|136 AA"
1604,true,"MMAR_0151|eis1|enhanced",32.02,17.04,5,4,"Carbamidomethylation",2950.98,2750.4336,2800.5408,1085.7881,1016.369,1277.9705,809.3877,680.7767,378.767,1.00:0.93:0.95:0.37:0.34:0.43:0.27:0.23:0.13,2833.9849,1126.7092,647.7182,1.00:0.40:0.23,43882,"intracellular survival protein Eis1|406 AA"
2516,true,"MMAR_5453|MMAR_5453|conserved",0.31,5.04,1,1,"",189.52321,150.40672,181.14226,186.05148,130.59784,180.58246,191.50809,120.76589,189.87885,1.00:0.79:0.96:0.98:0.69:0.95:1.01:0.64:1.00,173.69073,165.74393,167.38428,1.00:0.95:0.96,26623,"hypothetical alanine rich secreted protein|279 AA"
2595,true,"MMAR_5393|bfrB|bacterioferritin",57.58,12.76,2,2,"Oxidation (M)",285.68234,311.91916,411.57416,1291.3005,1426.8065,1357.9901,6468.281,6452.6943,9480.922,1.00:1.09:1.44:4.52:4.99:4.75:22.64:22.59:33.19,336.39188,1358.6991,7467.299,1.00:4.04:22.20,21985,"BfrB|197 AA"
555,true,"MMAR_0319|fadD7|fatty-acid-CoA",55.48,46.14,26,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",13574.586,13401.379,13388.721,28673.79,26886.176,29121.338,5832.0283,5016.5366,6871.55,1.00:0.99:0.99:2.11:1.98:2.15:0.43:0.37:0.51,13454.8955,28227.102,5906.7046,1.00:2.10:0.44,56845,"ligase FadD7|545 AA"
1601,true,"MMAR_3384|MMAR_3384|conserved",8.94,16.15,14,7,"Oxidation (M)",2799.9414,4242.964,4393.043,3982.1372,3196.287,4369.6025,3097.9138,2311.9724,2797.307,1.00:1.52:1.57:1.42:1.14:1.56:1.11:0.83:1.00,3811.9827,3849.3425,2735.731,1.00:1.01:0.72,58773,"hypothetical hydroxylase|552 AA"
2343,true,"MMAR_1701|gatC|glutamyl-tRNA(Gln)",8.99,30.30,4,2,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3857.5078,3470.9028,4547.3594,5315.3657,4722.493,1186.6172,129.53531,3075.2324,510.5424,1.00:0.90:1.18:1.38:1.22:0.31:0.03:0.80:0.13,3958.5898,3741.492,1238.4368,1.00:0.95:0.31,10524,"amidotransferase (subunit C) GatC|100 AA"
689,true,"MMAR_3688|cfp2|low",53.39,67.46,9,8,"Deamidation (NQ); Oxidation (M)",68232.836,65051.81,64430.188,15678.251,14462.338,9030.156,1716.3015,1956.0509,2764.9739,1.00:0.95:0.94:0.23:0.21:0.13:0.03:0.03:0.04,65904.94,13056.915,2145.7754,1.00:0.20:0.03,16696,"molecular weight antigen Cfp2|170 AA"
1787,true,"MMAR_5347|MMAR_5347|conserved",12.71,18.38,4,4,"Carbamidomethylation",1278.7465,1733.8842,1146.8246,1671.6531,1572.1284,1867.0382,585.99176,507.74472,46.11537,1.00:1.36:0.90:1.31:1.23:1.46:0.46:0.40:0.04,1386.4851,1703.6066,379.95062,1.00:1.23:0.27,45029,"hypothetical protein|409 AA"
1577,true,"MMAR_4133|cysD|sulfate",11.36,31.61,11,7,"Acetylation (Protein N-term); Carbamidomethylation",1668.052,3479.4353,2845.0566,7092.1846,5200.945,6974.645,4019.6567,1884.331,5389.163,1.00:2.09:1.71:4.25:3.12:4.18:2.41:1.13:3.23,2664.1812,6422.5913,3764.3835,1.00:2.41:1.41,34928,"adenylyltransferase subunit 2 CysD|311 AA"
1876,true,"MMAR_2702|MMAR_2702|conserved",2.72,25.30,5,4,"",1949.8829,1765.9767,1694.9806,15574.816,3010.8254,1804.767,14491.399,1045.5416,3808.666,1.00:0.91:0.87:7.99:1.54:0.93:7.43:0.54:1.95,1803.6134,6796.8027,6448.5356,1.00:3.77:3.58,26432,"protein|254 AA"
1484,true,"MMAR_3734|holA|DNA",4.63,33.54,12,7,"Deamidation (NQ); Pyro-glu from Q",2133.1284,1695.7379,3616.5767,3274.082,3314.1567,3022.7676,2667.4663,2320.8657,2971.3655,1.00:0.79:1.70:1.53:1.55:1.42:1.25:1.09:1.39,2481.8145,3203.669,2653.2327,1.00:1.29:1.07,34125,"polymerase III, delta subunit HolA|326 AA"
180,false,"#CONTAM#cont|000095|",1.60,15.31,1,1,"Carbamidomethylation",223.00241,271.01117,664.10144,886.2853,160.39012,837.5181,353.65445,169.86696,441.2808,1.00:1.22:2.98:3.97:0.72:3.76:1.59:0.76:1.98,386.03833,628.0645,321.60074,1.00:1.63:0.83,10200,"gi|999628|pdb|1EPT|C Chain C, Porcine E-Trypsin (E.C.3.4.21.4) [Sus scrofa (contaminant)]"
70,true,"MMAR_1137|guaB2|inosine-5'-monophosphate",45.29,76.13,54,36,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",49814.434,51618.75,42279.742,64756.465,59814.082,65016.25,24931.396,24839.246,28488.078,1.00:1.04:0.85:1.30:1.20:1.31:0.50:0.50:0.57,47904.31,63195.6,26086.24,1.00:1.32:0.54,55390,"(imp) dehydrogenase, GuaB2|533 AA"
2374,true,"MMAR_2318|MMAR_2318|conserved",2.81,13.25,3,3,"",1685.5177,2134.0757,2291.9243,2449.354,2481.0352,2924.2874,763.2352,4285.421,1129.3463,1.00:1.27:1.36:1.45:1.47:1.73:0.45:2.54:0.67,2037.1726,2618.2256,2173.84,1.00:1.29:1.07,33502,"hypothetical protein|303 AA"
1544,true,"MMAR_1821|amiC|amidase",17.65,22.46,6,6,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1723.5203,2042.0518,1182.7775,1289.7927,1052.8379,1786.4177,449.35004,79.61418,422.48907,1.00:1.18:0.69:0.75:0.61:1.04:0.26:0.05:0.25,1649.45,1376.3494,770.40137,1.00:0.83:0.47,50962,"AmiC|473 AA"
3285,true,"MMAR_0181|mce6E|MCE-family",22.13,4.53,1,1,"",995.4363,931.92163,919.42993,1318.089,1169.0447,1113.1643,63.46573,387.5384,158.59732,1.00:0.94:0.92:1.32:1.17:1.12:0.06:0.39:0.16,948.92926,1200.0994,203.20049,1.00:1.26:0.21,39101,"lipoprotein Mce6E|376 AA"
1057,true,"MMAR_4343|MMAR_4343|conserved",37.82,57.80,5,4,"Deamidation (NQ); Oxidation (M)",36795.066,37057.56,36381.652,15472.718,13727.608,16212.887,12171.308,18118.145,14338.511,1.00:1.01:0.99:0.42:0.37:0.44:0.33:0.49:0.39,36744.758,15137.737,14875.987,1.00:0.41:0.40,12285,"protein|110 AA"
2363,true,"MMAR_2956|MMAR_2956|PemK-like",8.58,12.62,1,1,"",308.68765,302.45395,269.39807,287.77325,118.54076,144.76666,266.55356,488.76816,242.52657,1.00:0.98:0.87:0.93:0.38:0.47:0.86:1.58:0.79,293.5132,183.69356,332.6161,1.00:0.63:1.13,11157,"protein|104 AA"
2244,true,"MMAR_0366|pknK_3|serine/threonine-protein",19.93,5.61,4,3,"Carbamidomethylation; Deamidation (NQ)",2767.6748,4114.4136,1632.8939,2952.0557,2224.8308,3145.9463,933.73126,1059.812,1103.2002,1.00:1.49:0.59:1.07:0.80:1.14:0.34:0.38:0.40,2838.3274,2774.2776,1032.2478,1.00:0.98:0.36,109287,"kinase transcriptional regulatory protein PknK_3|1017 AA"
2327,true,"MMAR_4415|MMAR_4415|conserved",3.98,5.88,1,1,"",288.3957,294.82874,162.73627,468.39972,341.2312,225.8147,435.60843,655.271,220.8388,1.00:1.02:0.56:1.62:1.18:0.78:1.51:2.27:0.77,248.65356,345.14853,437.2394,1.00:1.39:1.76,18811,"hypothetical protein|171 AA"
2231,true,"MMAR_3725|MMAR_3725|conserved",8.20,6.00,1,1,"Deamidation (NQ)",1023.8196,634.7628,352.7869,809.11,831.1631,819.24664,169.98059,159.62216,775.49286,1.00:0.62:0.34:0.79:0.81:0.80:0.17:0.16:0.76,670.4564,819.8399,368.3652,1.00:1.22:0.55,22502,"hypothetical protein|201 AA"
1483,true,"MMAR_0967|rpmG2|50S",29.26,56.36,13,6,"Carbamidomethylation; Oxidation (M)",17874.531,20438.82,19385.818,1660.6052,6780.6084,5179.1807,506.24567,1235.626,1220.2471,1.00:1.14:1.08:0.09:0.38:0.29:0.03:0.07:0.07,19233.057,6090.875,987.3729,1.00:0.32:0.05,6513,"ribosomal protein L33 type 2, RpmG2|56 AA"
2744,true,"MMAR_1557|MMAR_1557|conserved",64.56,6.77,1,1,"Deamidation (NQ)",122.4895,264.95724,206.6152,187.44753,194.25801,137.47963,0.0,0.0,0.0,1.00:2.16:1.69:1.53:1.59:1.12:0.00:0.00:0.00,198.02065,173.06172,0.0,1.00:0.87:0.00,33460,"hypothetical oxidoreductase|326 AA"
991,true,"MMAR_1200|sdhB|succinate",44.76,47.41,12,10,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M); Pyro-glu from Q",18091.338,18579.945,18446.244,15611.333,10193.674,14034.192,1399.177,954.9667,547.32825,1.00:1.03:1.02:0.86:0.56:0.78:0.08:0.05:0.03,18372.51,13279.732,1064.5131,1.00:0.72:0.06,29982,"dehydrogenase (iron-sulphur protein subunit) SdhB|271 AA"
2395,true,"MMAR_4783|MMAR_4783|two",18.90,7.80,5,3,"",677.0442,1281.9877,1105.1423,2266.287,2303.8198,1507.6357,438.70624,910.56976,648.23486,1.00:1.89:1.63:3.35:3.40:2.23:0.65:1.34:0.96,1021.3914,2025.9142,665.837,1.00:1.98:0.65,55164,"component sensor kinase|514 AA"
1564,true,"MMAR_3040|MMAR_3040|short-chain",8.87,32.36,8,7,"Carbamidomethylation; Oxidation (M)",775.3416,1007.9198,2548.0056,2855.2842,3889.5098,3767.6494,2563.4028,898.5536,2719.601,1.00:1.30:3.29:3.68:5.02:4.86:3.31:1.16:3.51,1443.7557,3504.1477,2060.519,1.00:2.43:1.43,28757,"dehydrogenase|276 AA"
2555,true,"MMAR_2703|gcvH|glycine",25.08,13.43,3,2,"Deamidation (NQ)",2224.4087,4432.402,3928.935,6521.5312,5419.085,5473.832,1432.7146,348.71045,493.36575,1.00:1.99:1.77:2.93:2.44:2.46:0.64:0.16:0.22,3528.5818,5804.816,758.2636,1.00:1.65:0.21,14165,"cleavage system H protein GcvH|135 AA"
1528,true,"MMAR_2759|echA8_6|enoyl-CoA",0.16,26.98,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",37339.656,39308.297,484.17728,27913.998,25197.072,553.02026,36611.965,1452.0868,31281.336,1.00:1.05:0.02:0.75:0.67:0.02:0.98:0.04:0.84,25710.71,17888.03,23115.129,1.00:0.70:0.90,26935,"hydratase, EchA8_6|253 AA"
653,true,"MMAR_2012|ppgK|polyphosphate",0.43,56.82,13,10,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",21991.84,28657.617,25475.164,23175.72,19064.104,29703.908,22746.605,30068.262,20203.113,1.00:1.30:1.16:1.05:0.87:1.35:1.03:1.37:0.92,25374.873,23981.244,24339.326,1.00:0.95:0.96,27516,"glucokinase PpgK|265 AA"
1239,true,"MMAR_2729|MMAR_2729|oxidoreductase|308",32.61,26.06,10,8,"Deamidation (NQ); Oxidation (M)",5832.539,5509.924,5360.7476,4857.9053,4436.542,4445.419,10226.058,9850.922,7484.4995,1.00:0.94:0.92:0.83:0.76:0.76:1.75:1.69:1.28,5567.737,4579.9556,9187.159,1.00:0.82:1.65,33355,"AA"
2407,true,"MMAR_2314|MMAR_2314|conserved",13.29,8.79,3,2,"",479.88278,122.23399,156.72032,394.8634,418.26675,362.04242,636.08575,747.5976,590.17224,1.00:0.25:0.33:0.82:0.87:0.75:1.33:1.56:1.23,252.9457,391.72418,657.95184,1.00:1.55:2.60,30653,"hypothetical|274 AA"
1531,true,"MMAR_0532|MMAR_0532|conserved",23.35,29.82,6,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4571.35,2368.9143,1592.4811,1850.7297,701.5255,416.73175,242.09233,151.36203,258.06693,1.00:0.52:0.35:0.40:0.15:0.09:0.05:0.03:0.06,2844.2485,989.66235,217.17377,1.00:0.35:0.08,36232,"protein|333 AA"
2658,true,"MMAR_2330|MMAR_2330|short",0.58,3.93,1,1,"Carbamidomethylation",368.26697,0.0,69.10401,449.75427,82.09029,373.1547,143.26627,174.70624,423.16223,1.00:0.00:0.19:1.22:0.22:1.01:0.39:0.47:1.15,218.68549,301.6664,247.0449,1.00:1.38:1.13,24095,"chain dehydrogenase|230 AA"
1557,true,"MMAR_5149|serB|phosphoserine",46.76,17.89,5,3,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",271.40125,300.0458,347.93805,3188.482,2256.2178,2397.0615,1162.3281,885.785,1374.3027,1.00:1.11:1.28:11.75:8.31:8.83:4.28:3.26:5.06,306.4617,2814.9026,1220.4811,1.00:9.19:3.98,30718,"phosphatase SerB|286 AA"
2496,true,"MMAR_4193|MMAR_4193|conserved",52.20,5.95,2,1,"",4824.582,5323.072,4959.6035,3602.4238,3497.3276,3682.4932,83.12782,58.712635,163.0535,1.00:1.10:1.03:0.75:0.72:0.76:0.02:0.02:0.03,5035.7524,3594.0815,101.63132,1.00:0.71:0.02,26433,"membrane protein|253 AA"
2075,true,"MMAR_3173|mbtH|conserved",18.04,34.21,4,2,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1197.1083,1324.6414,1163.2715,1263.2012,231.13403,1691.4701,5501.973,6672.4043,6344.0356,1.00:1.11:0.97:1.06:0.19:1.41:4.60:5.57:5.30,1228.3403,1061.935,6172.804,1.00:0.86:5.03,8673,"protein MbtH|77 AA"
2746,true,"MMAR_4000|accD4_2|propionyl-CoA",67.14,3.61,3,2,"",5351.048,4872.233,5287.39,5751.0537,5904.747,6316.7393,222.57236,224.21085,329.64703,1.00:0.91:0.99:1.07:1.10:1.18:0.04:0.04:0.06,5170.2236,5990.8467,258.8101,1.00:1.16:0.05,52956,"carboxylase beta chain 4 AccD4_2|499 AA"
1335,true,"MMAR_1217|upp|uracil",14.50,38.16,11,6,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",16516.688,16638.967,15396.027,16744.02,14691.889,17055.201,12082.991,7852.0986,12974.374,1.00:1.01:0.93:1.01:0.89:1.03:0.73:0.48:0.79,16183.895,16163.703,10969.821,1.00:1.00:0.68,21768,"phosphoribosyltransferase Upp |208 AA"
1383,true,"MMAR_3815|MMAR_3815|conserved",18.58,43.96,10,7,"Carbamidomethylation; Oxidation (M)",9193.789,10106.266,8690.386,16118.827,13032.802,15256.174,3309.8958,1113.573,5709.581,1.00:1.10:0.95:1.75:1.42:1.66:0.36:0.12:0.62,9330.146,14802.602,3478.6326,1.00:1.59:0.37,22765,"hypothetical protein|208 AA"
2049,true,"MMAR_3143|MMAR_3143|conserved",9.13,13.84,4,3,"Oxidation (M)",631.8504,857.65356,471.1325,2560.7375,1725.8622,1758.3992,2731.1216,500.59937,2431.646,1.00:1.36:0.75:4.05:2.73:2.78:4.32:0.79:3.85,653.54553,2014.9996,1887.789,1.00:3.08:2.89,33204,"hypothetical protein|290 AA"
1700,true,"MMAR_4101|thrB|homoserine",15.34,15.92,8,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6478.7847,6680.98,7698.7114,8041.343,7707.3325,6347.3965,3926.2625,5027.4707,5864.4688,1.00:1.03:1.19:1.24:1.19:0.98:0.61:0.78:0.91,6952.825,7365.3574,4939.401,1.00:1.06:0.71,32534,"kinase ThrB|315 AA"
3247,true,"MMAR_0061|glnQ|ABC",48.58,3.06,1,1,"",225.21805,467.77304,498.55405,324.7942,105.36638,477.30124,0.0,0.0,0.0,1.00:2.08:2.21:1.44:0.47:2.12:0.00:0.00:0.00,397.1817,302.48727,0.0,1.00:0.76:0.00,62112,"transporter permease protein GlnQ|590 AA"
2673,true,"MMAR_1620|MMAR_1620|conserved",10.93,10.31,2,1,"Acetylation (Protein N-term); Deamidation (NQ)",473.48407,1046.9948,545.80206,846.415,630.3921,240.56525,304.0558,75.561584,218.28217,1.00:2.21:1.15:1.79:1.33:0.51:0.64:0.16:0.46,688.7603,572.45746,199.29985,1.00:0.83:0.29,20408,"hypothetical protein|195 AA"
2677,true,"MMAR_4889|MMAR_4889|conserved",34.85,16.20,2,2,"",815.8986,1524.5929,1403.9749,1509.0177,1578.9003,1292.8754,304.75632,373.78305,352.1939,1.00:1.87:1.72:1.85:1.94:1.58:0.37:0.46:0.43,1248.1555,1460.2644,343.57776,1.00:1.17:0.28,24339,"hypothetical protein|217 AA"
293,true,"MMAR_2011|sigA|RNA",12.97,47.70,34,26,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",26160.982,38229.52,36447.55,43509.992,40702.35,41405.152,59893.26,40949.9,67636.25,1.00:1.46:1.39:1.66:1.56:1.58:2.29:1.57:2.59,33612.684,41872.5,56159.8,1.00:1.25:1.67,54670,"polymerase sigma factor SigA|502 AA"
1413,true,"MMAR_1117|MMAR_1117|conserved",39.19,24.53,15,8,"Carbamidomethylation; Pyro-glu from Q",3339.9463,2669.9595,3356.9834,3255.8882,2901.4807,2890.8596,1405.1456,1045.2931,1071.7354,1.00:0.80:1.01:0.97:0.87:0.87:0.42:0.31:0.32,3122.2964,3016.0762,1261.9163,1.00:0.97:0.40,47633,"transmembrane protein|478 AA"
1185,false,"MMAR_2674|esxM|EsaT-6",15.93,23.47,6,3,"Deamidation (NQ)",5351.311,71.39226,5557.697,3337.4456,2847.862,2874.7388,0.0,155.37201,0.0,1.00:0.02:1.04:0.62:0.53:0.54:0.00:0.03:0.00,3660.1333,3020.0154,155.37201,1.00:0.83:0.04,10921,"like protein EsxM|99 AA"
2228,true,"MMAR_2171|MMAR_2171|conserved",31.72,32.35,3,3,"",961.05475,1038.6089,1047.6099,1460.2784,1491.614,1749.1378,804.1532,533.23267,571.6179,1.00:1.08:1.09:1.52:1.55:1.82:0.84:0.55:0.59,1015.7578,1567.0101,636.3346,1.00:1.54:0.63,17941,"hypothetical protein|171 AA"
1567,true,"MMAR_3327|MMAR_3327|conserved",18.86,20.97,1,1,"Deamidation (NQ); Oxidation (M)",961.1061,2374.789,1972.1897,121.91202,773.5325,104.293976,0.0,92.00581,0.0,1.00:2.47:2.05:0.13:0.80:0.11:0.00:0.10:0.00,1769.3616,333.24615,92.00581,1.00:0.19:0.05,19305,"hypothetical secreted protein|187 AA"
1858,true,"MMAR_5203|MMAR_5203|conserved",12.79,15.91,6,5,"",983.9978,405.67908,472.3755,1401.94,785.36206,619.20447,2305.8218,1232.5724,1549.5798,1.00:0.41:0.48:1.42:0.80:0.63:2.34:1.25:1.57,620.6841,935.5022,1803.6879,1.00:1.51:2.91,47464,"membrane protein|441 AA"
899,true,"MMAR_4209|MMAR_4209|transport",42.25,40.92,10,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9035.567,6973.7466,6695.819,5518.42,3631.6084,3168.8867,1197.125,1093.4788,1133.872,1.00:0.77:0.74:0.61:0.40:0.35:0.13:0.12:0.13,7568.378,4106.305,1141.492,1.00:0.54:0.15,47605,"transmembrane protein |436 AA"
3321,true,"MMAR_4714|MMAR_4714|NAD-dependent",63.09,6.23,1,1,"Carbamidomethylation",80.39733,199.52966,142.60364,318.11826,432.3996,423.0649,0.0,0.0,0.0,1.00:2.48:1.77:3.96:5.38:5.26:0.00:0.00:0.00,140.84354,391.19424,0.0,1.00:2.78:0.00,54315,"aldehyde dehydrogenase |515 AA"
1538,true,"MMAR_0253|MMAR_0253|conserved",10.92,51.55,10,7,"Carbamidomethylation; Deamidation (NQ)",7330.3086,7799.7075,7799.8022,6853.7754,4951.9253,4211.251,5341.4414,5962.022,3559.382,1.00:1.06:1.06:0.93:0.68:0.57:0.73:0.81:0.49,7643.273,5338.984,4954.2817,1.00:0.70:0.65,17741,"protein|162 AA"
2014,true,"MMAR_0241|adhD|zinc-type",20.06,14.29,2,2,"Carbamidomethylation; Oxidation (M)",1147.4437,1336.5924,1363.7313,954.71936,970.3431,935.30475,73.58177,392.13428,288.16376,1.00:1.16:1.19:0.83:0.85:0.82:0.06:0.34:0.25,1282.5891,953.45575,251.29327,1.00:0.74:0.20,40237,"alcohol dehydrogenase AdhD|386 AA"
1866,true,"MMAR_0883|MMAR_0883|conserved",20.24,14.95,6,5,"Acetylation (Protein N-term)",1917.6635,1832.6161,1660.1082,2308.4438,1738.6908,1727.7148,512.30585,65.66304,329.9016,1.00:0.96:0.87:1.20:0.91:0.90:0.27:0.03:0.17,1803.4625,1924.9498,302.6235,1.00:1.07:0.17,59051,"membrane protein|556 AA"
